,uid,zoom,year,house_bung,apart,bedsit,caravan,type_ns,type_total_hh,l1919,b19_45,b46_60,b61_70,b71_80,b81_90,b91_00,b01_10,g11,h_age_ns,h_age_total_hh,oo_wm,oo_wom,rent_pl,rent_la,rent_vol,rent_free,occu_ns,occu_total_hh,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_ge8,rooms_ns,rooms_total_hh,occupied,temp_unoc,unoc_hol,unoccupied
885,E12022,edist,2016,191,0,0,2,2,195,31,19,13,11,23,18,18,53,2,5,193,56,89,25,11,0,9,3,193,1,3,19,14,60,24,30,33,9,193,193,5,4,37
886,E12023,edist,2016,64,0,0,1,2,67,9,4,5,2,4,6,10,19,4,3,66,30,29,4,2,0,0,1,66,0,3,4,6,14,11,8,14,6,66,66,1,2,7
887,E12024,edist,2016,114,0,0,0,5,119,6,11,18,9,9,16,14,29,1,6,119,41,67,2,0,0,5,4,119,0,5,15,11,22,22,21,14,9,119,119,4,0,10
888,E12025,edist,2016,51,0,0,0,1,52,6,9,2,1,3,5,11,12,2,1,52,18,30,1,0,0,1,2,52,0,0,3,7,10,13,11,6,2,52,52,0,1,3
889,E12026,edist,2016,128,3,0,0,1,132,17,12,16,7,28,21,5,19,4,3,132,33,66,16,13,0,2,2,132,2,3,11,13,28,30,20,18,7,132,132,3,1,19
890,E12027,edist,2016,189,0,0,0,2,191,21,9,8,12,31,25,19,49,4,13,191,76,95,15,1,0,2,2,191,1,4,7,16,34,52,37,29,11,191,193,2,6,12
891,E12028,edist,2016,81,0,0,1,1,83,13,7,4,4,7,9,8,27,1,2,82,32,40,2,4,0,0,4,82,0,0,3,6,9,18,23,21,2,82,82,2,3,6
892,E12029,edist,2016,223,0,0,0,2,225,21,14,18,16,30,29,35,47,6,9,225,74,128,14,4,0,2,3,225,1,2,13,11,41,61,49,37,10,225,225,1,1,32
893,E12030,edist,2016,152,0,0,0,0,152,17,15,19,7,10,21,22,32,5,4,152,50,87,10,0,0,4,1,152,0,2,9,21,25,31,27,29,8,152,152,1,0,11
894,E12031,edist,2016,105,2,0,0,3,110,12,10,7,24,16,9,11,11,4,6,110,24,68,3,8,0,4,3,110,1,1,6,6,31,22,14,22,7,110,110,4,1,30
895,E12032,edist,2016,111,0,0,6,1,118,18,7,8,7,9,14,18,23,1,7,112,35,61,6,2,0,3,5,112,0,1,11,9,17,24,17,26,7,112,112,6,0,15
896,E12033,edist,2016,238,2,0,4,4,248,23,20,26,24,34,29,33,47,3,5,244,71,136,4,24,0,8,1,244,3,6,30,37,66,49,20,23,10,244,244,3,2,16
897,E12035,edist,2016,453,1,1,1,11,467,34,24,34,44,49,31,86,143,5,16,466,214,170,40,33,0,3,6,466,1,4,33,35,148,108,61,55,21,466,468,3,2,37
898,E12036,edist,2016,201,0,0,1,2,204,26,23,11,7,14,12,28,69,3,10,203,98,88,11,1,0,3,2,203,0,0,8,22,29,55,37,49,3,203,203,1,0,18
899,E12037,edist,2016,339,1,0,4,5,349,35,31,51,12,40,30,44,83,8,11,345,139,173,11,6,0,7,9,345,1,3,25,45,66,66,47,73,19,345,345,3,1,30
900,E12038,edist,2016,246,1,0,4,6,257,28,24,11,24,34,11,33,72,4,12,253,96,108,17,21,0,3,8,253,1,3,18,25,69,40,46,40,11,253,254,7,0,11
901,E12039,edist,2016,153,0,0,1,3,157,15,12,14,6,16,4,34,48,0,7,156,71,68,7,2,0,3,5,156,0,1,15,14,23,37,30,21,15,156,156,3,0,9
902,E12040,edist,2016,165,0,0,2,1,168,21,17,20,10,11,13,32,32,6,4,166,67,82,7,2,0,5,3,166,1,1,9,23,35,31,33,29,4,166,166,1,1,12
903,E12041,edist,2016,269,1,0,0,2,272,31,29,17,9,34,29,55,60,4,4,272,112,140,12,0,0,3,5,272,0,2,13,28,41,60,43,79,6,272,273,7,0,12
904,E12042,edist,2016,2127,229,2,3,36,2397,100,138,136,120,225,133,311,1033,37,161,2394,844,595,556,292,37,26,44,2394,22,165,375,251,756,365,203,138,119,2394,2401,54,5,202
905,E12043,edist,2016,151,0,0,2,5,158,24,9,9,11,18,17,16,38,7,7,156,50,86,10,0,0,4,6,156,0,3,9,13,39,30,24,31,7,156,156,3,1,16
906,E12044,edist,2016,59,0,0,2,0,61,11,6,5,4,6,5,8,13,0,1,59,25,27,6,0,0,1,0,59,1,2,5,5,11,10,11,9,5,59,59,0,0,5
907,E12045,edist,2016,271,1,0,2,2,276,16,31,27,4,34,25,50,75,6,6,274,119,125,18,0,0,9,3,274,2,1,12,25,49,57,60,61,7,274,275,4,2,18
908,E12046,edist,2016,133,0,0,1,3,137,34,17,15,5,13,13,14,18,1,6,136,43,81,7,2,0,2,1,136,0,0,4,11,28,36,27,24,6,136,136,2,1,14
909,E12047,edist,2016,57,0,0,0,1,58,11,3,5,2,10,2,12,12,1,0,58,24,30,2,1,0,1,0,58,0,0,3,10,10,8,12,14,1,58,58,1,1,4
910,E12048,edist,2016,59,0,0,1,0,60,15,9,5,1,5,7,8,4,3,2,59,14,33,4,3,0,4,1,59,0,2,4,4,14,14,9,11,1,59,59,0,3,8
911,E12049,edist,2016,62,1,0,0,0,63,17,3,3,4,4,5,8,17,0,2,63,28,31,2,1,0,0,1,63,0,0,3,7,9,12,12,18,2,63,63,2,7,6
912,E12050,edist,2016,247,1,0,1,3,252,44,28,17,8,24,21,23,82,2,2,251,83,126,21,11,0,9,1,251,0,3,12,26,55,49,56,46,4,251,251,12,7,24
913,E12051,edist,2016,122,0,0,0,0,122,17,15,14,11,15,14,10,21,4,1,122,39,66,9,4,0,3,1,122,0,2,6,20,19,25,12,29,9,122,122,2,3,18
914,E12052,edist,2016,163,0,0,0,4,167,29,16,9,4,22,16,19,37,8,7,167,62,88,8,3,0,3,3,167,0,2,6,13,35,37,33,33,8,167,168,1,2,10
915,E12053,edist,2016,93,3,0,3,1,100,25,9,11,3,8,12,9,16,2,2,97,25,62,5,1,0,3,1,97,1,3,5,6,11,24,22,22,3,97,98,2,1,11
916,E12054,edist,2016,171,0,0,0,0,171,23,24,15,12,20,15,13,43,3,3,171,69,85,12,0,0,4,1,171,0,0,11,18,30,43,28,31,10,171,171,3,0,18
917,E12055,edist,2016,47,0,0,0,3,50,7,5,2,0,5,7,6,13,3,2,50,18,24,1,1,0,2,4,50,0,1,1,2,16,8,6,11,5,50,50,0,0,5
918,E12056,edist,2016,346,4,0,0,7,357,51,34,26,16,36,28,34,101,7,24,357,115,131,52,44,2,5,8,357,0,11,39,33,107,64,47,34,22,357,359,14,5,65
919,E12057,edist,2016,84,0,0,0,0,84,19,5,7,5,8,10,7,19,1,3,84,21,52,8,0,0,1,2,84,0,2,7,8,16,16,13,18,4,84,84,4,4,8
920,E12058,edist,2016,35,0,0,0,1,36,3,6,2,0,0,9,4,10,1,1,36,13,21,2,0,0,0,0,36,0,1,2,1,6,11,4,8,3,36,37,0,0,8
921,E12059,edist,2016,196,0,0,1,0,197,24,20,11,13,21,18,33,53,3,0,196,98,83,7,2,0,5,1,196,1,4,9,7,45,49,34,36,11,196,196,2,1,9
922,E12060,edist,2016,126,0,0,1,2,129,17,8,12,6,14,16,14,38,2,1,128,61,63,0,2,0,1,1,128,0,1,5,16,31,25,19,24,7,128,128,0,2,8
923,E12061,edist,2016,110,0,0,1,0,111,19,9,7,11,15,11,15,19,2,2,110,37,58,6,4,0,2,3,110,0,2,8,13,14,28,15,21,9,110,110,3,1,12
924,E12062,edist,2016,529,1,0,6,2,538,52,34,32,40,66,55,86,132,29,6,532,204,244,24,22,16,12,10,532,3,16,34,47,113,93,102,107,17,532,533,10,4,34
925,E12063,edist,2016,1383,14,1,1,15,1414,104,205,120,78,143,104,173,425,15,46,1413,478,515,167,186,23,23,21,1413,6,52,149,167,453,269,137,105,75,1413,1414,31,9,130
926,E12064,edist,2016,186,1,0,1,0,188,19,28,17,12,10,14,18,60,5,4,187,94,71,10,6,0,3,3,187,0,3,11,24,52,35,23,35,4,187,187,0,4,14
927,E12065,edist,2016,514,6,0,0,4,524,49,32,29,21,56,50,78,196,4,9,524,202,191,54,63,1,9,4,524,2,12,44,55,167,97,82,47,18,524,525,6,3,46
928,E12066,edist,2016,86,0,0,1,0,87,5,7,7,8,9,14,5,27,3,1,86,28,50,5,1,0,2,0,86,0,3,7,11,15,20,17,12,1,86,86,0,1,9
929,E12067,edist,2016,242,0,0,2,0,244,16,9,14,16,38,32,51,53,7,6,242,98,117,11,4,0,6,6,242,1,3,14,14,25,39,58,75,13,242,243,4,1,5
930,E12068,edist,2016,530,3,0,4,4,541,38,30,39,26,58,53,89,186,7,11,537,234,223,44,22,2,7,5,537,3,2,39,44,176,116,74,63,20,537,539,12,3,39
931,E12069,edist,2016,112,0,0,0,0,112,13,5,9,3,3,12,24,37,3,3,112,56,43,8,4,0,1,0,112,1,0,4,12,19,20,23,27,6,112,112,6,0,11
932,E12070,edist,2016,178,1,0,4,3,186,20,10,7,8,25,30,34,36,4,8,182,63,103,7,0,0,4,5,182,0,1,7,15,27,45,37,41,9,182,182,2,1,18
933,E12071,edist,2016,117,1,0,0,0,118,16,11,12,8,11,7,16,32,5,0,118,48,59,4,1,0,3,3,118,1,0,4,16,25,20,26,22,4,118,118,2,5,12
934,E12072,edist,2016,178,0,0,1,1,180,26,17,13,7,13,28,20,46,7,2,179,67,93,12,0,0,6,1,179,2,4,16,12,21,40,47,32,5,179,179,4,4,12
935,E12073,edist,2016,405,3,0,5,12,425,45,8,31,27,75,59,63,77,16,19,420,164,212,19,9,1,5,10,420,1,6,26,31,96,87,74,67,32,420,420,3,4,15
936,E12074,edist,2016,86,0,0,0,2,88,7,6,7,9,9,12,14,19,5,0,88,35,40,6,0,1,5,1,88,0,0,6,10,15,18,17,17,5,88,88,2,1,14
937,E12075,edist,2016,242,0,0,1,2,245,21,16,15,10,22,34,45,60,9,12,244,89,102,15,12,13,5,8,244,3,6,25,27,41,48,40,44,10,244,244,3,5,15
938,E12076,edist,2016,70,0,0,2,2,74,9,6,5,5,8,5,18,14,0,2,72,30,38,2,1,0,0,1,72,0,0,4,5,18,16,15,13,1,72,72,1,0,5
939,E12077,edist,2016,50,0,0,0,0,50,5,8,3,6,4,3,3,16,1,1,50,24,21,2,1,0,1,1,50,0,0,5,4,8,10,12,9,2,50,51,0,1,2
940,E12078,edist,2016,789,35,0,4,12,840,58,49,40,34,113,84,103,299,8,48,836,290,312,141,64,0,12,17,836,5,22,110,68,309,148,75,60,39,836,839,19,2,151
941,E12079,edist,2016,228,1,0,1,5,235,22,13,22,26,30,38,27,40,8,8,234,89,113,10,7,0,7,8,234,0,3,15,24,43,57,42,40,10,234,234,4,1,16
942,E12080,edist,2016,146,0,0,2,1,149,7,34,18,5,5,20,10,42,3,3,147,55,68,9,8,0,5,2,147,1,2,22,13,47,37,11,6,8,147,148,2,1,15
943,E12081,edist,2016,142,1,0,3,0,146,14,15,7,2,9,11,26,56,1,2,143,68,65,6,1,1,2,0,143,0,1,3,12,33,50,19,20,5,143,144,0,0,12
944,E12082,edist,2016,132,0,0,1,1,134,8,12,12,17,27,13,12,26,0,6,133,50,67,6,4,0,3,3,133,1,2,11,16,26,28,21,22,6,133,133,5,4,13
945,E12083,edist,2016,455,0,0,0,5,460,15,23,21,36,81,33,78,151,9,13,460,186,212,30,19,0,8,5,460,0,3,23,38,82,79,96,120,19,460,460,18,1,23
946,E12084,edist,2016,232,0,0,3,6,241,18,13,13,19,29,26,37,67,8,8,238,94,104,24,1,0,5,10,238,3,1,12,23,34,57,34,62,12,238,238,6,28,19
947,E12085,edist,2016,92,0,0,1,0,93,14,14,7,3,9,7,12,22,2,2,92,44,40,4,1,0,1,2,92,0,2,6,8,19,17,20,12,8,92,92,1,0,8
948,E12086,edist,2016,140,1,0,0,0,141,9,8,7,3,23,25,35,27,3,1,141,61,63,10,0,0,7,0,141,0,1,3,4,21,45,29,33,5,141,141,7,0,5
949,E12087,edist,2016,1035,1,0,3,18,1057,31,27,36,53,66,31,103,641,7,59,1054,412,228,311,60,4,13,26,1054,0,17,103,115,318,211,147,94,49,1054,1054,40,3,61
950,E13001,edist,2016,1170,584,4,1,25,1784,125,244,323,166,143,166,92,284,23,217,1783,213,608,658,158,28,26,92,1783,48,203,321,234,353,205,129,114,176,1783,1817,80,3,359
951,E13002,edist,2016,1056,316,3,0,28,1403,97,197,195,105,129,92,150,283,18,137,1403,223,415,436,240,7,36,46,1403,27,148,242,207,410,179,56,39,95,1403,1411,62,1,234
952,E13003,edist,2016,2286,318,1,54,35,2694,19,57,107,175,538,324,432,689,15,284,2640,602,763,841,307,11,14,102,2640,20,120,277,301,557,503,376,261,225,2640,2688,213,3,248
953,E13004,edist,2016,246,2,0,0,1,249,29,8,13,7,30,34,38,71,11,8,249,111,108,18,3,0,4,5,249,1,1,11,19,39,51,51,67,9,249,250,6,0,23
954,E13005,edist,2016,72,1,0,1,0,74,17,5,6,4,6,15,13,7,0,0,73,23,44,2,0,0,4,0,73,0,1,5,5,4,21,17,18,2,73,75,2,0,5
955,E13006,edist,2016,192,2,0,1,4,199,10,7,8,10,20,26,31,75,4,7,198,86,82,19,5,0,2,4,198,1,4,8,27,43,37,41,34,3,198,198,6,0,15
956,E13007,edist,2016,258,0,0,1,1,260,22,19,12,8,23,35,62,69,4,5,259,96,141,13,0,0,5,4,259,0,1,15,23,41,49,47,68,15,259,259,4,0,12
957,E13008,edist,2016,229,4,0,3,4,240,28,19,16,14,30,26,33,60,4,7,237,82,113,18,6,0,5,13,237,0,1,9,29,46,44,46,50,12,237,240,4,0,37
958,E13009,edist,2016,273,5,2,1,4,285,27,12,13,11,42,54,49,57,6,13,284,98,141,30,2,0,8,5,284,1,4,12,16,30,47,59,97,18,284,284,9,13,32
959,E13010,edist,2016,123,0,0,0,3,126,17,15,10,7,14,15,18,25,2,3,126,42,73,3,0,0,4,4,126,1,1,1,13,18,31,31,24,6,126,128,2,3,17
960,E13011,edist,2016,120,0,0,1,1,122,18,3,10,3,14,18,13,32,2,8,121,42,53,16,0,0,2,8,121,1,3,5,9,16,20,24,32,11,121,125,0,22,14
961,E13012,edist,2016,1061,98,0,0,26,1185,76,53,77,58,110,74,143,493,17,84,1185,365,376,256,119,6,17,46,1185,13,41,132,154,295,214,145,120,71,1185,1187,32,8,199
962,E13013,edist,2016,204,3,0,1,4,212,27,14,14,7,21,23,39,54,7,5,211,95,92,14,2,1,3,4,211,1,5,10,18,31,43,42,50,11,211,211,2,0,18
963,E13014,edist,2016,961,15,0,4,10,990,27,12,21,60,163,126,160,351,23,43,986,391,385,148,29,3,11,19,986,3,21,58,71,150,170,233,231,49,986,988,28,4,57
964,E13015,edist,2016,58,0,0,1,0,59,11,10,3,2,4,6,7,13,2,0,58,23,32,3,0,0,0,0,58,0,0,1,5,13,10,15,14,0,58,58,0,3,8
965,E13016,edist,2016,228,2,0,1,0,231,21,7,19,17,30,35,32,55,8,6,230,92,117,11,0,0,9,1,230,0,6,11,14,30,50,48,64,7,230,230,10,3,21
966,E13017,edist,2016,94,1,0,0,1,96,19,10,12,4,7,12,7,17,4,4,96,36,52,5,1,0,1,1,96,0,1,2,9,18,28,18,16,4,96,96,2,0,6
967,E13018,edist,2016,128,1,0,1,1,131,15,3,7,4,19,25,22,25,4,6,130,46,71,10,0,0,1,2,130,0,1,4,7,23,33,25,30,7,130,130,4,1,9
968,E13019,edist,2016,257,1,0,0,5,263,35,14,17,10,20,20,24,100,11,12,263,89,100,19,41,0,7,7,263,1,8,33,18,60,46,46,38,13,263,264,3,6,19
969,E13020,edist,2016,85,0,0,0,2,87,19,6,5,3,9,10,14,13,6,2,87,34,45,3,1,0,3,1,87,0,1,1,11,13,17,21,18,5,87,87,2,0,14
970,E13021,edist,2016,83,1,0,0,3,87,12,10,2,2,9,12,12,21,4,3,87,41,41,2,1,0,0,2,87,0,0,4,6,11,20,16,24,6,87,88,0,1,8
971,E13022,edist,2016,125,0,0,0,3,128,11,7,11,5,15,13,18,36,3,9,128,58,59,1,3,0,3,4,128,0,3,4,9,19,26,24,36,7,128,128,3,0,7
972,E13023,edist,2016,38,0,0,0,1,39,8,7,1,2,5,5,5,4,2,0,39,12,22,1,0,0,2,2,39,0,1,0,4,5,8,10,10,1,39,39,0,2,8
973,E13024,edist,2016,70,0,0,0,1,71,22,8,5,4,7,6,5,12,0,2,71,21,38,4,7,0,1,0,71,0,1,4,11,14,17,7,16,1,71,71,0,1,12
974,E13025,edist,2016,44,0,0,0,1,45,12,4,0,3,7,5,2,7,2,3,45,14,27,0,1,0,1,2,45,0,0,6,6,6,8,5,13,1,45,45,1,1,7
975,E13026,edist,2016,53,0,0,0,1,54,9,4,7,5,4,2,5,16,0,2,54,21,25,7,1,0,0,0,54,0,2,5,11,9,8,11,5,3,54,54,1,0,15
976,E13027,edist,2016,86,1,0,1,0,88,16,8,12,5,8,12,6,18,0,2,87,34,45,4,2,0,1,1,87,0,0,4,10,24,13,15,17,4,87,88,0,1,23
977,E13028,edist,2016,109,5,1,0,2,117,36,9,14,5,14,10,6,18,2,3,117,33,50,23,1,1,7,2,117,2,1,8,14,23,27,10,23,9,117,117,3,9,26
978,E13029,edist,2016,98,0,0,0,0,98,22,5,6,7,15,13,12,14,2,2,98,27,55,3,10,0,1,2,98,0,2,5,5,23,24,22,12,5,98,99,1,6,21
979,E13030,edist,2016,64,0,0,0,2,66,15,1,9,4,4,3,11,16,1,2,66,30,27,2,3,0,2,2,66,0,0,4,4,10,22,6,16,4,66,66,2,1,6
980,E13031,edist,2016,44,0,0,0,1,45,7,4,9,4,6,3,0,10,1,1,45,12,27,2,1,0,2,1,45,0,0,5,5,8,8,10,8,1,45,45,2,2,11
981,E13032,edist,2016,136,3,0,1,0,140,22,7,15,9,9,12,16,42,2,5,139,36,49,21,22,2,7,2,139,0,11,18,7,47,19,14,18,5,139,140,1,7,20
982,E13033,edist,2016,104,0,0,0,0,104,24,12,13,6,7,4,17,15,0,6,104,31,56,8,5,0,3,1,104,0,2,9,8,22,20,18,19,6,104,105,1,3,28
983,E13034,edist,2016,55,1,0,1,1,58,15,9,4,4,5,1,5,14,0,0,57,19,31,4,0,0,3,0,57,0,0,6,4,9,14,7,14,3,57,58,3,1,7
984,E13035,edist,2016,97,0,0,1,4,102,16,9,11,8,2,7,18,27,2,1,101,43,50,5,1,0,1,1,101,1,4,8,9,27,23,10,11,8,101,101,3,2,9
985,E13036,edist,2016,94,1,0,0,0,95,18,11,7,1,6,5,11,29,7,0,95,44,47,1,0,0,3,0,95,0,2,4,16,12,16,25,18,2,95,96,1,4,5
986,E13037,edist,2016,89,0,0,1,0,90,11,11,7,3,7,8,8,31,1,2,89,36,40,7,2,0,2,2,89,0,1,6,4,15,26,9,24,4,89,89,0,0,13
987,E13038,edist,2016,159,1,0,1,1,162,28,10,11,6,8,17,19,50,7,5,161,74,69,9,4,0,3,2,161,0,5,11,14,26,33,34,30,8,161,161,3,5,22
988,E13039,edist,2016,183,4,0,0,4,191,27,12,11,9,16,19,20,65,3,9,191,70,69,23,21,1,5,2,191,1,11,15,17,45,42,19,31,10,191,191,6,5,26
989,E13040,edist,2016,101,0,0,1,0,102,16,7,16,2,13,5,12,28,1,1,101,37,54,10,0,0,0,0,101,0,2,5,11,20,23,13,19,8,101,102,5,0,5
990,E13041,edist,2016,369,9,0,0,0,378,31,13,19,10,21,25,40,191,1,27,378,135,119,62,46,3,5,8,378,2,8,30,51,88,61,78,44,16,378,378,15,5,46
991,E13042,edist,2016,83,0,0,0,0,83,12,7,3,4,9,12,16,20,0,0,83,42,35,3,0,0,2,1,83,0,0,2,6,17,20,16,20,2,83,83,5,2,14
992,E13043,edist,2016,138,0,0,2,0,140,15,9,16,7,15,16,23,34,1,2,138,57,72,6,0,0,1,2,138,0,1,6,20,34,29,21,23,4,138,138,6,4,24
993,E13044,edist,2016,129,3,0,0,3,135,28,10,9,6,11,8,17,39,3,4,135,50,63,13,4,0,3,2,135,1,1,9,10,19,35,23,29,8,135,136,6,0,27
994,E13045,edist,2016,96,0,0,2,6,104,21,10,7,4,14,9,7,24,3,3,102,31,56,8,1,0,2,4,102,1,2,3,10,13,27,22,16,8,102,102,1,5,16
995,E13046,edist,2016,80,2,0,2,0,84,26,9,3,6,7,3,2,18,1,7,82,17,40,13,6,0,3,3,82,0,2,4,18,13,17,9,12,7,82,82,5,4,17
996,E13047,edist,2016,357,1,0,0,3,361,49,22,16,11,21,16,53,155,11,7,361,157,134,30,27,1,5,7,361,1,8,22,37,76,73,47,81,16,361,362,10,7,42
997,E13048,edist,2016,156,0,0,1,0,157,29,18,12,3,9,10,23,47,3,2,156,72,71,8,1,0,2,2,156,1,1,5,17,30,30,26,39,7,156,157,3,5,17
998,E13049,edist,2016,72,1,0,0,1,74,18,11,6,2,3,5,6,18,5,0,74,30,38,2,0,0,3,1,74,0,2,3,10,11,15,8,22,3,74,74,3,3,11
999,E13050,edist,2016,495,13,1,0,11,520,58,43,32,29,51,42,81,145,19,20,520,161,198,85,65,0,3,8,520,8,21,58,42,156,93,55,63,24,520,523,18,2,81
1000,E13051,edist,2016,144,1,0,1,1,147,25,10,9,4,11,5,17,60,3,2,146,69,68,4,0,0,5,0,146,0,0,5,12,35,29,32,31,2,146,146,6,0,8
1001,E13052,edist,2016,104,0,0,0,0,104,15,4,15,4,12,9,19,22,1,3,104,36,57,6,2,1,2,0,104,1,2,7,12,20,27,14,21,0,104,104,2,1,6
1002,E13053,edist,2016,86,0,0,0,1,87,12,2,5,5,8,4,25,21,2,3,87,38,40,8,0,0,1,0,87,0,1,3,7,15,15,20,24,2,87,87,2,1,9
1003,E13054,edist,2016,170,2,0,1,0,173,34,11,15,9,8,6,19,62,4,4,172,67,72,18,6,0,4,5,172,0,1,9,8,59,25,30,32,8,172,172,4,1,20
1004,E13055,edist,2016,253,6,0,2,0,261,35,34,13,7,23,17,50,72,3,5,259,86,113,36,11,2,11,0,259,2,10,22,29,64,49,33,45,5,259,259,7,0,33
1005,E13056,edist,2016,106,0,0,0,0,106,32,5,8,2,8,8,6,26,6,5,106,46,49,4,1,0,4,2,106,0,1,2,8,16,23,20,31,5,106,106,2,2,17
1006,E13057,edist,2016,183,3,0,0,3,189,28,17,17,6,23,30,17,42,3,6,189,71,99,13,0,0,4,2,189,0,10,14,16,41,33,29,33,13,189,190,6,2,19
1007,E13058,edist,2016,240,7,1,0,2,250,29,13,18,15,32,49,53,25,5,11,250,76,140,23,3,0,3,5,250,0,4,12,18,25,36,48,97,10,250,251,7,4,20
1008,E13059,edist,2016,112,1,0,1,1,115,17,4,7,7,16,19,17,18,8,1,114,48,56,6,1,0,1,2,114,1,0,5,8,22,21,25,25,7,114,114,2,4,5
1009,E13060,edist,2016,276,45,0,0,2,323,16,8,17,20,45,30,41,128,9,9,323,105,143,53,10,2,3,7,323,3,15,33,18,20,56,63,109,6,323,324,11,0,29
1010,E13061,edist,2016,571,3,0,0,2,576,14,13,93,24,35,34,194,146,1,22,576,251,209,49,53,2,3,9,576,2,10,51,32,237,89,73,58,24,576,576,6,1,34
1011,E13062,edist,2016,250,1,0,0,2,253,35,19,21,15,35,20,37,59,8,4,253,94,122,10,18,0,9,0,253,1,4,16,25,50,51,47,43,16,253,255,1,11,20
1012,E13063,edist,2016,101,1,0,0,1,103,10,8,7,6,11,7,13,31,5,5,103,55,38,7,1,0,1,1,103,0,1,7,10,14,19,20,29,3,103,103,0,2,13
1013,E13064,edist,2016,111,0,0,2,3,116,20,8,2,5,8,10,21,32,5,3,114,57,50,4,0,0,2,1,114,0,2,5,16,20,19,24,26,2,114,114,0,2,8
1014,E13065,edist,2016,209,3,0,0,2,214,37,13,10,12,21,31,25,55,5,5,214,81,91,18,17,0,2,5,214,2,7,14,18,46,43,41,40,3,214,215,7,2,19
1015,E13066,edist,2016,158,0,0,3,0,161,30,17,12,8,12,16,15,45,2,1,158,59,84,8,0,0,6,1,158,1,2,5,13,29,35,24,34,15,158,158,6,0,19
1016,E13067,edist,2016,94,1,1,0,0,96,16,14,11,5,6,7,11,22,4,0,96,45,41,6,1,0,3,0,96,0,1,9,11,14,16,13,27,5,96,98,4,1,5
1017,E13068,edist,2016,79,0,0,1,4,84,12,9,9,5,16,11,5,10,2,4,83,20,51,5,0,0,6,1,83,1,3,5,10,13,17,17,14,3,83,83,3,1,13
1018,E13069,edist,2016,73,1,0,1,0,75,20,12,3,2,4,9,6,13,2,3,74,29,36,4,2,0,1,2,74,0,1,7,6,15,12,15,16,2,74,74,3,2,14
1019,E13070,edist,2016,139,2,0,0,2,143,14,7,15,8,14,14,23,38,3,7,143,62,62,12,2,0,4,1,143,0,2,9,20,28,30,22,24,8,143,144,3,0,14
1020,E13071,edist,2016,128,0,0,0,2,130,14,7,5,5,15,11,38,30,2,3,130,53,62,9,1,0,3,2,130,2,1,3,12,17,25,25,40,5,130,130,3,0,7
1021,E13072,edist,2016,69,0,0,1,0,70,11,8,8,6,8,4,8,14,1,1,69,21,39,5,1,1,2,0,69,1,2,4,5,14,13,16,12,2,69,69,3,6,16
1022,E13073,edist,2016,85,5,0,0,0,90,15,11,8,4,9,8,14,15,4,2,90,29,48,10,2,0,0,1,90,0,5,7,13,9,17,18,18,3,90,90,1,1,14
1023,E13074,edist,2016,172,0,0,1,5,178,20,18,6,7,17,17,35,42,6,9,177,78,80,8,4,0,2,5,177,0,3,10,13,24,28,39,52,8,177,179,7,0,20
1024,E13075,edist,2016,232,2,0,0,1,235,27,10,14,9,36,21,44,59,9,6,235,96,119,15,0,0,2,3,235,0,3,10,15,32,51,46,70,8,235,235,7,2,27
1025,E13076,edist,2016,173,1,0,0,3,177,14,8,10,11,27,33,38,24,2,10,177,62,97,9,2,0,5,2,177,0,3,8,10,19,35,32,59,11,177,179,6,0,18
1026,E13077,edist,2016,141,0,0,1,0,142,18,5,16,3,22,13,16,40,2,6,141,54,72,10,0,0,3,2,141,1,1,6,15,16,31,29,35,7,141,141,5,0,12
1027,E13078,edist,2016,50,0,0,0,0,50,11,2,5,4,8,4,3,9,2,2,50,19,25,1,1,0,2,2,50,0,0,1,6,12,11,9,9,2,50,50,4,0,14
1028,E13079,edist,2016,532,73,0,2,6,613,64,36,32,23,50,30,68,258,14,36,611,167,195,128,80,11,14,16,611,1,33,84,80,153,100,80,47,33,611,611,14,0,109
1029,E13080,edist,2016,215,3,0,2,1,221,34,21,12,7,26,19,23,63,2,12,219,63,85,17,49,1,0,4,219,1,7,21,24,47,35,35,32,17,219,219,3,3,37
1030,E13081,edist,2016,117,0,0,0,2,119,14,3,19,11,12,14,19,17,4,6,119,40,66,9,0,0,1,3,119,0,1,8,11,27,21,21,23,7,119,120,4,3,18
1031,E13082,edist,2016,574,26,0,0,7,607,51,27,19,15,48,34,86,296,12,19,607,256,181,97,50,2,11,10,607,2,14,37,73,156,135,89,66,35,607,608,16,2,61
1032,E13083,edist,2016,898,48,1,2,13,962,17,20,14,16,47,36,265,472,6,67,960,427,209,207,79,6,6,26,960,2,40,93,95,282,221,105,76,46,960,964,29,7,101
1033,E13084,edist,2016,188,0,0,1,4,193,29,15,12,10,19,16,29,53,7,2,192,85,88,13,1,0,3,2,192,1,0,8,15,22,38,50,42,16,192,193,6,0,12
1034,E13086,edist,2016,72,0,0,0,1,73,11,4,5,3,7,10,11,19,0,3,73,30,32,8,0,0,1,2,73,0,1,5,7,12,16,16,15,1,73,73,3,0,12
1035,E13087,edist,2016,123,1,0,0,0,124,14,5,5,12,8,14,15,40,7,4,124,55,56,6,0,0,6,1,124,2,2,9,11,11,29,26,26,8,124,124,1,2,9
1036,E13088,edist,2016,92,0,0,1,0,93,8,7,10,5,16,8,19,12,3,4,92,34,43,3,10,0,1,1,92,0,3,7,14,16,24,7,15,6,92,92,1,0,19
